time_slot,hour,avg_entry_count,avg_active_count,estimated_capacity,saturation_ratio,saturation_percent,eng_count,ilsong_count,eng_saturation,ilsong_saturation,eng_congestion,ilsong_congestion
08:00-09:00,8,377.0888889,377.0888889,690.4,0.546189005,54.62,31.0,21.0,8.220873357056371,5.568978725747865,26.495726495726498,16.8
09:00-10:00,9,158.5111111,518.8666667,690.4,0.751544998,75.15,101.0,80.0,19.465501733299146,15.418219194692393,86.32478632478633,64.0
10:00-11:00,10,136.7333333,620.3333333,690.4,0.898512939,89.85,0.0,0.0,0.0,0.0,0.0,0.0
11:00-12:00,11,67.57777778,566.7777778,690.4,0.820941161,82.09,0.0,0.0,0.0,0.0,0.0,0.0
12:00-13:00,12,139.9333333,634.1333333,690.4,0.918501352,91.85,0.0,0.0,0.0,0.0,0.0,0.0
13:00-14:00,13,114.2888889,690.4,690.4,1.0,100.0,140.0,125.0,20.278099652375438,18.105446118192354,100.0,100.0
14:00-15:00,14,78.46666667,689.8222222,690.4,0.999163126,99.92,0.0,0.0,0.0,0.0,0.0,0.0
15:00-16:00,15,47.68888889,655.9333333,690.4,0.95007725,95.01,0.0,0.0,0.0,0.0,0.0,0.0
