time_slot,hour,avg_entry_count,avg_active_count,estimated_capacity,saturation_ratio,saturation_percent
08:00-09:00,8,377.0888889,377.0888889,690.4,0.546189005,54.62
09:00-10:00,9,158.5111111,518.8666667,690.4,0.751544998,75.15
10:00-11:00,10,136.7333333,620.3333333,690.4,0.898512939,89.85
11:00-12:00,11,67.57777778,566.7777778,690.4,0.820941161,82.09
12:00-13:00,12,139.9333333,634.1333333,690.4,0.918501352,91.85
13:00-14:00,13,114.2888889,690.4,690.4,1,100
14:00-15:00,14,78.46666667,689.8222222,690.4,0.999163126,99.92
15:00-16:00,15,47.68888889,655.9333333,690.4,0.95007725,95.01
